label,0_x,0_y,0_z,0_v,1_x,1_y,1_z,1_v,2_x,2_y,2_z,2_v,3_x,3_y,3_z,3_v,4_x,4_y,4_z,4_v,5_x,5_y,5_z,5_v,6_x,6_y,6_z,6_v,7_x,7_y,7_z,7_v,8_x,8_y,8_z,8_v,9_x,9_y,9_z,9_v,10_x,10_y,10_z,10_v,11_x,11_y,11_z,11_v,12_x,12_y,12_z,12_v,13_x,13_y,13_z,13_v,14_x,14_y,14_z,14_v,15_x,15_y,15_z,15_v,16_x,16_y,16_z,16_v,17_x,17_y,17_z,17_v,18_x,18_y,18_z,18_v,19_x,19_y,19_z,19_v,20_x,20_y,20_z,20_v,21_x,21_y,21_z,21_v,22_x,22_y,22_z,22_v,23_x,23_y,23_z,23_v,24_x,24_y,24_z,24_v,25_x,25_y,25_z,25_v,26_x,26_y,26_z,26_v,27_x,27_y,27_z,27_v,28_x,28_y,28_z,28_v,29_x,29_y,29_z,29_v,30_x,30_y,30_z,30_v,31_x,31_y,31_z,31_v,32_x,32_y,32_z,32_v
good,0.5849201083183289,0.6403114199638367,-1.368341088294983,0.9992387294769287,0.6027489900588989,0.5694910883903503,-1.320500135421753,0.9981006383895874,0.6186500191688538,0.5676649808883667,-1.3202730417251587,0.9982631206512451,0.6329724192619324,0.5658647418022156,-1.3208024501800537,0.9976791739463806,0.5490144491195679,0.5716120004653931,-1.341962218284607,0.9984611868858337,0.5256603956222534,0.5716180801391602,-1.3410197496414185,0.9987967014312744,0.50201416015625,0.5720950961112976,-1.3412716388702393,0.99861741065979,0.6409540176391602,0.5741122364997864,-0.8478803634643555,0.9977844953536987,0.4532163143157959,0.580962598323822,-0.9198420643806458,0.9992459416389465,0.6034151911735535,0.6966392993927002,-1.176700472831726,0.9993489980697632,0.5451372265815735,0.708490252494812,-1.197824478149414,0.9995384812355042,0.765446662902832,0.8285292387008667,-0.432695209980011,0.9989439845085144,0.29646944999694824,0.9089651703834534,-0.615863561630249,0.9995255470275879,0.855256199836731,1.0445876121520996,0.0026116976514458656,0.26265594363212585,0.1021030992269516,1.3126384019851685,-0.46441078186035156,0.7303676009178162,0.9404674768447876,1.5633577108383179,-0.04123516008257866,0.03220384195446968,0.028267312794923782,1.6398568153381348,-0.794195830821991,0.07396223396062851,0.9891368746757507,1.671752691268921,-0.05747746676206589,0.027332542464137077,-0.01877286657691002,1.7432074546813965,-0.886269748210907,0.053089071065187454,0.9610283970832825,1.7019511461257935,-0.15444165468215942,0.04504480957984924,0.022177135571837425,1.7509591579437256,-1.011244773864746,0.08485189080238342,0.9300413131713867,1.6669580936431885,-0.09407331049442291,0.046750687062740326,0.04838399589061737,1.7132939100265503,-0.8592075109481812,0.08337510377168655,0.7217801809310913,1.6418795585632324,-0.05613086745142937,0.0005959526752121747,0.40239277482032776,1.668677806854248,0.06111622601747513,0.0004178722156211734,0.7318462133407593,2.3193788528442383,-0.015269892290234566,0.0003366136515978724,0.42682304978370667,2.3451695442199707,0.28501787781715393,0.00016044476069509983,0.7560297846794128,2.9372200965881348,0.7238489389419556,5.601665543508716e-05,0.46327728033065796,2.9464285373687744,0.9515258073806763,7.319478299905313e-06,0.7677552700042725,3.030386447906494,0.7587695717811584,3.8273596146609634e-05,0.46037155389785767,3.037844657897949,0.999489963054657,3.228327477700077e-05,0.7106581926345825,3.140530824661255,0.05997345596551895,5.458907980937511e-05,0.5258548259735107,3.1477086544036865,0.2254806011915207,3.4734919609036297e-05
good,0.5855187773704529,0.640109121799469,-1.3930647373199463,0.9992199540138245,0.6031666398048401,0.5692209601402283,-1.342469573020935,0.9980545043945312,0.6189802289009094,0.5673439502716064,-1.3422976732254028,0.9982237815856934,0.6331931352615356,0.5655094385147095,-1.342818260192871,0.9976223707199097,0.5494128465652466,0.5713967680931091,-1.3648542165756226,0.9984199404716492,0.5259072780609131,0.5714055895805359,-1.363961935043335,0.9987661242485046,0.5021811723709106,0.5718763470649719,-1.3642724752426147,0.9985798001289368,0.6409937143325806,0.5736806988716125,-0.8568928837776184,0.9977316856384277,0.45327290892601013,0.5807898640632629,-0.9346092939376831,0.9992267489433289,0.603795051574707,0.696381688117981,-1.196227788925171,0.9993348121643066,0.5457444190979004,0.7083458304405212,-1.218920350074768,0.9995296597480774,0.7654531002044678,0.8283566832542419,-0.44069918990135193,0.9989471435546875,0.29645752906799316,0.9088832139968872,-0.618340015411377,0.9995225071907043,0.8552455902099609,1.0412569046020508,-0.0526997335255146,0.2655167579650879,0.10100741684436798,1.3097823858261108,-0.46751293540000916,0.7336553335189819,0.9419223070144653,1.5627191066741943,-0.17751319706439972,0.03258270397782326,0.024045821279287338,1.6389800310134888,-0.8073290586471558,0.07464206963777542,0.9911922216415405,1.6713433265686035,-0.21356825530529022,0.027510087937116623,-0.023439500480890274,1.7423863410949707,-0.9044564366340637,0.05333702638745308,0.9632179141044617,1.7013163566589355,-0.3122193515300751,0.04526183754205704,0.015397896990180016,1.74966561794281,-1.0393974781036377,0.0851619765162468,0.9319500923156738,1.666331171989441,-0.23400482535362244,0.047013428062200546,0.04152525216341019,1.7123788595199585,-0.8765637278556824,0.08381082862615585,0.7217974662780762,1.6418571472167969,-0.05612284690141678,0.0006082130712457001,0.4024679660797119,1.6686533689498901,0.06111329793930054,0.0004265766474418342,0.7318500280380249,2.3193259239196777,-0.014854279346764088,0.0003405266033951193,0.426718145608902,2.34494686126709,0.2745169997215271,0.00016283075092360377,0.7557367086410522,2.9370996952056885,0.724169135093689,5.7228633522754535e-05,0.4622288644313812,2.9464197158813477,0.920846164226532,7.580286819575122e-06,0.7673664689064026,3.0302469730377197,0.7589683532714844,3.9170605305116624e-05,0.4589386582374573,3.037869453430176,0.9652912020683289,3.324602221255191e-05,0.7104383707046509,3.14046049118042,0.05893079191446304,5.579112621489912e-05,0.5251021385192871,3.1476938724517822,0.18068265914916992,3.56573800672777e-05
good,0.5861433744430542,0.6396169662475586,-1.3979928493499756,0.9992296099662781,0.6036347150802612,0.5688163042068481,-1.346326231956482,0.9980747103691101,0.6193652749061584,0.566916823387146,-1.3461397886276245,0.9982419013977051,0.6334901452064514,0.5650869011878967,-1.3466389179229736,0.9976471662521362,0.549945592880249,0.5710164308547974,-1.3695037364959717,0.9984378218650818,0.5263305902481079,0.5710280537605286,-1.368601679801941,0.9987796545028687,0.502576470375061,0.5715041756629944,-1.3689044713974,0.998595654964447,0.6410990953445435,0.5734264254570007,-0.8588862419128418,0.9977495670318604,0.45346182584762573,0.5805088877677917,-0.9405649304389954,0.9992349743843079,0.604249119758606,0.6959803104400635,-1.2009445428848267,0.9993390440940857,0.5465046167373657,0.7079563736915588,-1.224804162979126,0.9995332956314087,0.7654445171356201,0.8283485770225525,-0.4416027069091797,0.9989506006240845,0.29643508791923523,0.9088439345359802,-0.6235862970352173,0.9995251893997192,0.8550032377243042,1.0391079187393188,-0.0473109632730484,0.26343947649002075,0.10040706396102905,1.3089861869812012,-0.4687541425228119,0.7345902323722839,0.9417535662651062,1.562559962272644,-0.15817096829414368,0.032522499561309814,0.024297477677464485,1.6388628482818604,-0.811335563659668,0.07437758147716522,0.9910711050033569,1.671150803565979,-0.19127759337425232,0.027485394850373268,-0.02282467857003212,1.742341160774231,-0.9089666604995728,0.053136229515075684,0.9631214141845703,1.701225757598877,-0.2895120680332184,0.04520415514707565,0.01621304452419281,1.74954354763031,-1.0424489974975586,0.08483104407787323,0.931859016418457,1.6662490367889404,-0.21413984894752502,0.046979568898677826,0.04202714189887047,1.7122291326522827,-0.8802830576896667,0.08353061228990555,0.7218582630157471,1.6415183544158936,-0.05606503039598465,0.0006075563724152744,0.40250974893569946,1.6685850620269775,0.06106258183717728,0.0004266620671842247,0.7319539785385132,2.3186657428741455,-0.014261585660278797,0.0003357816312927753,0.4267898201942444,2.344855785369873,0.2859746217727661,0.00016102891822811216,0.7557562589645386,2.9360570907592773,0.7291525602340698,5.648004662361927e-05,0.4622362554073334,2.9461703300476074,0.9609339833259583,7.48297679820098e-06,0.7673670649528503,3.0290422439575195,0.7639233469963074,3.864464088110253e-05,0.4589530825614929,3.0376667976379395,1.0088461637496948,3.283483601990156e-05,0.7105191946029663,3.1397902965545654,0.05792102962732315,5.5449650972150266e-05,0.5251103639602661,3.147268533706665,0.22098854184150696,3.544777791830711e-05
good,0.587322473526001,0.6395941972732544,-1.3704584836959839,0.999244749546051,0.6044814586639404,0.568729817867279,-1.3183553218841553,0.9981133937835693,0.620043933391571,0.5667898654937744,-1.3181636333465576,0.9982724189758301,0.6340335607528687,0.5649416446685791,-1.318697214126587,0.9976943135261536,0.5509713292121887,0.5709874033927917,-1.3442184925079346,0.998471736907959,0.5270686745643616,0.5710088014602661,-1.3433005809783936,0.9988030195236206,0.5032026171684265,0.5714762210845947,-1.3435643911361694,0.9986265301704407,0.6412723064422607,0.5733090043067932,-0.8332009315490723,0.9977883696556091,0.4534958302974701,0.5804613828659058,-0.9251767992973328,0.9992514252662659,0.6051974296569824,0.6959837079048157,-1.1742713451385498,0.9993497729301453,0.5478535890579224,0.7080169320106506,-1.2010886669158936,0.9995420575141907,0.7652354836463928,0.8280293345451355,-0.4189636707305908,0.9989586472511292,0.29633980989456177,0.9088291525840759,-0.6162821650505066,0.9995285272598267,0.8546484708786011,1.037144422531128,-0.004004561807960272,0.2598845958709717,0.10153065621852875,1.3141928911209106,-0.4578157961368561,0.7308027148246765,0.941760241985321,1.5614782571792603,-0.07327244430780411,0.03205633908510208,0.038344208151102066,1.6463510990142822,-0.7937538027763367,0.07293350249528885,0.9912093281745911,1.6700496673583984,-0.0966457724571228,0.0272371843457222,-0.005228923633694649,1.7523504495620728,-0.8874197006225586,0.05233302339911461,0.9631185531616211,1.7004806995391846,-0.18918706476688385,0.04485327750444412,0.0354757122695446,1.7592713832855225,-1.0141897201538086,0.08356622606515884,0.9318565130233765,1.6655068397521973,-0.12543557584285736,0.04657203331589699,0.059978991746902466,1.7205755710601807,-0.8589345216751099,0.08218204975128174,0.722102165222168,1.6409698724746704,-0.05605321004986763,0.0005911969346925616,0.40289101004600525,1.668556571006775,0.061053235083818436,0.0004152657638769597,0.7325668931007385,2.318250894546509,-0.021986223757267,0.00032858012127690017,0.4274177551269531,2.3449671268463135,0.2886984944343567,0.00015803203859832138,0.75633305311203,2.9359960556030273,0.7155609726905823,5.543175575439818e-05,0.4633188843727112,2.9464831352233887,0.9623829126358032,7.373443622782361e-06,0.7677372694015503,3.028978109359741,0.7493622899055481,3.774404467549175e-05,0.46033698320388794,3.0380754470825195,1.0101518630981445,3.2200860005104914e-05,0.7122798562049866,3.139784574508667,0.042739786207675934,5.5100263125495985e-05,0.5262224674224854,3.1476082801818848,0.22643312811851501,3.5148095776094124e-05
good,0.5883133411407471,0.6392648816108704,-1.4705431461334229,0.9992009401321411,0.6050512790679932,0.568316638469696,-1.4175738096237183,0.9980248808860779,0.6205193400382996,0.5662832260131836,-1.417372703552246,0.9981845617294312,0.6344286799430847,0.564389169216156,-1.4178768396377563,0.9975798726081848,0.5516653060913086,0.5707650780677795,-1.4441115856170654,0.9984047412872314,0.5276316404342651,0.5708501935005188,-1.4432966709136963,0.9987490773200989,0.5037785768508911,0.5713638067245483,-1.443616509437561,0.9985688328742981,0.6413992643356323,0.5730525255203247,-0.9153574109077454,0.9976664185523987,0.453759104013443,0.5804169178009033,-1.0149284601211548,0.9992234706878662,0.6062690019607544,0.6957935690879822,-1.2683637142181396,0.9993194341659546,0.5493586659431458,0.707960844039917,-1.2968566417694092,0.9995257258415222,0.765160083770752,0.8279352784156799,-0.49395671486854553,0.9989355802536011,0.2963460087776184,0.9086812734603882,-0.6874967813491821,0.9995172619819641,0.8541895747184753,1.0363632440567017,-0.09709392488002777,0.2618892192840576,0.09889768064022064,1.1802375316619873,-0.5521289706230164,0.7392702698707581,0.9417586326599121,1.561272382736206,-0.199516162276268,0.0324629507958889,-0.0072629391215741634,1.627514123916626,-0.8969127535820007,0.07495081424713135,0.9912274479866028,1.6697527170181274,-0.22660787403583527,0.027446094900369644,-0.05869867652654648,1.7252380847930908,-0.9915361404418945,0.053029920905828476,0.9633932113647461,1.7001612186431885,-0.3209746479988098,0.04511114954948425,-0.02145751565694809,1.7313435077667236,-1.126315712928772,0.0846627727150917,0.9320958852767944,1.6653685569763184,-0.25318247079849243,0.046847548335790634,0.005354728549718857,1.6984418630599976,-0.9660508036613464,0.08349870890378952,0.7220601439476013,1.640956163406372,-0.05542430281639099,0.0006110586691647768,0.4029008746147156,1.6685885190963745,0.060334689915180206,0.0004297515260986984,0.7325623631477356,2.318359136581421,0.01693013310432434,0.0003500558086670935,0.427462637424469,2.3451013565063477,0.3053003251552582,0.00016611331375315785,0.7564324140548706,2.936025857925415,0.7725497484207153,6.114161078585312e-05,0.46387362480163574,2.946478843688965,1.0039615631103516,7.862490747356787e-06,0.7679563760757446,3.0289719104766846,0.8076899647712708,4.159558011451736e-05,0.4606803357601166,3.0378191471099854,1.0549452304840088,3.491817187750712e-05,0.7123585939407349,3.139831781387329,0.0924253985285759,5.784397217212245e-05,0.5278542041778564,3.1478583812713623,0.26603826880455017,3.682557144202292e-05
good,0.5890840888023376,0.639228880405426,-1.453528642654419,0.9991954565048218,0.6055542230606079,0.5681516528129578,-1.4018467664718628,0.9980106949806213,0.6209373474121094,0.5660597681999207,-1.4016387462615967,0.998167097568512,0.6347720623016357,0.5641298294067383,-1.4021466970443726,0.9975602030754089,0.5522921085357666,0.5706992745399475,-1.426117181777954,0.9983959197998047,0.5281275510787964,0.5708144307136536,-1.425253987312317,0.9987388849258423,0.5042387247085571,0.57133948802948,-1.4255597591400146,0.998561441898346,0.6414598822593689,0.5728755593299866,-0.9069317579269409,0.9976285696029663,0.4538668692111969,0.5803682804107666,-0.9968656301498413,0.9992198348045349,0.6069401502609253,0.6957709193229675,-1.2541720867156982,0.999311089515686,0.5504515171051025,0.7079933285713196,-1.2795708179473877,0.9995246529579163,0.7650368809700012,0.8279219269752502,-0.48504456877708435,0.9989292025566101,0.29628920555114746,0.9087291359901428,-0.6759539842605591,0.9995112419128418,0.8539611101150513,1.0361697673797607,-0.08879174292087555,0.25918057560920715,0.09778071194887161,1.2683666944503784,-0.5463656187057495,0.7365078926086426,0.9419261813163757,1.5612760782241821,-0.1991916000843048,0.03221622481942177,0.009682128205895424,1.6349698305130005,-0.8788174390792847,0.07387430220842361,0.9918079376220703,1.6697670221328735,-0.23398831486701965,0.027343420311808586,-0.03522341698408127,1.7358964681625366,-0.9728637933731079,0.05231817811727524,0.9636201858520508,1.7001888751983643,-0.3268434703350067,0.04494427889585495,0.0041299606673419476,1.7414946556091309,-1.1057356595993042,0.0835651233792305,0.9323025941848755,1.6653820276260376,-0.25316357612609863,0.046630218625068665,0.028434619307518005,1.706563949584961,-0.9458492398262024,0.08242247998714447,0.722085177898407,1.641030192375183,-0.055412787944078445,0.0006011865916661918,0.40301698446273804,1.6691067218780518,0.06032601743936539,0.00042349594878032804,0.7328191995620728,2.31892991065979,0.017175201326608658,0.0003520154277794063,0.4278635084629059,2.346334934234619,0.3056674003601074,0.0001660381385590881,0.75649493932724,2.936927556991577,0.7764092683792114,6.190627755131572e-05,0.46434515714645386,2.9477415084838867,1.0034178495407104,7.89670866652159e-06,0.7679700255393982,3.0300581455230713,0.8119937181472778,4.171732143731788e-05,0.4611875116825104,3.039212703704834,1.0539805889129639,3.5083921829937026e-05,0.7125715017318726,3.1407065391540527,0.0974198579788208,5.840986705152318e-05,0.528520941734314,3.1489951610565186,0.26637670397758484,3.7106354284333065e-05
good,0.5893803834915161,0.6391067504882812,-1.4458529949188232,0.9992233514785767,0.6058084964752197,0.567898690700531,-1.396920084953308,0.9980748891830444,0.6211522817611694,0.5657564997673035,-1.3967313766479492,0.998225748538971,0.6349470615386963,0.5638077855110168,-1.3972710371017456,0.9976394772529602,0.5525329113006592,0.5705751180648804,-1.4186859130859375,0.9984487891197205,0.5282858610153198,0.5707322955131531,-1.4178273677825928,0.9987810254096985,0.5043473839759827,0.5712865591049194,-1.418144941329956,0.9986094832420349,0.6414915323257446,0.5727224946022034,-0.9041783213615417,0.9977042078971863,0.45387840270996094,0.5803233981132507,-0.9883057475090027,0.9992446899414062,0.6072275042533875,0.695753276348114,-1.2476608753204346,0.9993300437927246,0.5507444143295288,0.7080339789390564,-1.2708531618118286,0.9995372891426086,0.7649348974227905,0.8279233574867249,-0.4681515097618103,0.9989504218101501,0.29550209641456604,0.9092695713043213,-0.6687999367713928,0.999519407749176,0.8538244366645813,1.0352411270141602,-0.00031638023210689425,0.2598705589771271,0.09777949750423431,1.3010116815567017,-0.5331817865371704,0.7365596890449524,0.9419469833374023,1.560814380645752,-0.01580207608640194,0.032394856214523315,0.0220648143440485,1.6466999053955078,-0.8714720010757446,0.0731862336397171,0.9919179081916809,1.6691876649856567,-0.026103029027581215,0.027476586401462555,-0.02102253958582878,1.7523747682571411,-0.9664843678474426,0.051957178860902786,0.9637896418571472,1.7001092433929443,-0.12108777463436127,0.045166242867708206,0.020996706560254097,1.7585370540618896,-1.1014177799224854,0.0829596221446991,0.9324291348457336,1.6653409004211426,-0.06701881438493729,0.04681016504764557,0.044745106250047684,1.720538854598999,-0.9398710131645203,0.08166688680648804,0.7221304178237915,1.6407893896102905,-0.05443653464317322,0.0005938074900768697,0.4029203951358795,1.6690936088562012,0.05938289687037468,0.000416279915953055,0.7329759001731873,2.318657636642456,0.001432583900168538,0.00034350412897765636,0.4280075132846832,2.3463315963745117,0.2966693043708801,0.000163684380822815,0.7569338083267212,2.9369075298309326,0.7593932747840881,5.973286533844657e-05,0.4649011194705963,2.9477343559265137,0.9776862859725952,7.711348189332057e-06,0.768207848072052,3.0300521850585938,0.7936719655990601,4.011736382381059e-05,0.46187740564346313,3.0392212867736816,1.0251696109771729,3.404520975891501e-05,0.7140960097312927,3.1406209468841553,0.06993966549634933,5.782668085885234e-05,0.5297761559486389,3.1489129066467285,0.23293526470661163,3.667419878183864e-05
good,0.5896622538566589,0.6389530897140503,-1.447383165359497,0.999234139919281,0.6060962080955505,0.5677483081817627,-1.3946815729141235,0.9980994462966919,0.6213789582252502,0.5655935406684875,-1.3944791555404663,0.9982465505599976,0.6351194381713867,0.5636471509933472,-1.3950045108795166,0.9976692795753479,0.5529204607009888,0.5704737305641174,-1.419511079788208,0.9984667301177979,0.5286363363265991,0.570646345615387,-1.4186283349990845,0.9987959861755371,0.5046918392181396,0.5712128281593323,-1.4189317226409912,0.9986262321472168,0.6415179967880249,0.572676956653595,-0.8984204530715942,0.9977308511734009,0.4539768695831299,0.5802817940711975,-0.98987877368927,0.999250590801239,0.6074482202529907,0.6956943273544312,-1.247035264968872,0.9993357062339783,0.5509704351425171,0.7080219388008118,-1.2738592624664307,0.9995390772819519,0.764910876750946,0.8280487060546875,-0.4649353623390198,0.9989528059959412,0.29482513666152954,0.9092749357223511,-0.6693826913833618,0.9995204210281372,0.8535209894180298,1.034758448600769,0.030933599919080734,0.2600327134132385,0.09721735864877701,1.306067943572998,-0.526482343673706,0.7374005317687988,0.9406795501708984,1.5609188079833984,0.034586887806653976,0.03252825886011124,0.02275337465107441,1.646830677986145,-0.8710325956344604,0.07296974956989288,0.9906607866287231,1.6692312955856323,0.030197862535715103,0.027549775317311287,-0.0205963347107172,1.7525912523269653,-0.9673263430595398,0.051922813057899475,0.9632716178894043,1.7006700038909912,-0.06855783611536026,0.04525267705321312,0.021594174206256866,1.7591907978057861,-1.0981223583221436,0.08282116055488586,0.931801974773407,1.6660236120224,-0.017274310812354088,0.04685249924659729,0.0454634428024292,1.7211413383483887,-0.9379256963729858,0.08132922649383545,0.7216657400131226,1.6407546997070312,-0.0540027916431427,0.0005925244768150151,0.4021351933479309,1.6687880754470825,0.05895468592643738,0.0004129205772187561,0.7320334911346436,2.318523645401001,-0.014506297186017036,0.000336229131789878,0.42718568444252014,2.3460023403167725,0.28321731090545654,0.0001619987015146762,0.75576251745224,2.9368507862091064,0.7399085164070129,5.782277003163472e-05,0.46333903074264526,2.947392463684082,0.9456800222396851,7.593337159050861e-06,0.7666253447532654,3.030027151107788,0.7729970216751099,3.866601036861539e-05,0.4601459503173828,3.039017677307129,0.9904309511184692,3.3245523809455335e-05,0.7132185697555542,3.140336513519287,0.039643459022045135,5.7329332776134834e-05,0.5283190608024597,3.1482200622558594,0.19250889122486115,3.6504407034954056e-05
good,0.5896792411804199,0.6388490796089172,-1.4704452753067017,0.9992406368255615,0.6061164140701294,0.5676985383033752,-1.4170958995819092,0.9981142282485962,0.621390700340271,0.5655595660209656,-1.4168469905853271,0.9982569217681885,0.6351320743560791,0.5636278390884399,-1.4173493385314941,0.9976848363876343,0.5529874563217163,0.5704167485237122,-1.4437665939331055,0.9984842538833618,0.5287373065948486,0.5705932974815369,-1.4428775310516357,0.9988097548484802,0.504822850227356,0.5711624622344971,-1.4431512355804443,0.9986422657966614,0.6415216326713562,0.5726258754730225,-0.9174948930740356,0.997736930847168,0.45414167642593384,0.5802487134933472,-1.0163466930389404,0.9992586374282837,0.6074590086936951,0.6956574320793152,-1.2689688205718994,0.9993378520011902,0.55098557472229,0.7079650163650513,-1.297724962234497,0.9995409846305847,0.7648456692695618,0.8280544281005859,-0.476743221282959,0.9989497065544128,0.2947083115577698,0.9092504382133484,-0.6948210000991821,0.9995241165161133,0.8531457185745239,1.0338600873947144,0.022439010441303253,0.25819942355155945,0.09392727166414261,1.3085846900939941,-0.5459426641464233,0.7400354743003845,0.9403356313705444,1.5609333515167236,-0.007838341407477856,0.03233661130070686,0.020389171317219734,1.6463980674743652,-0.8843656778335571,0.07328522205352783,0.9902471303939819,1.6692332029342651,-0.018206458538770676,0.027419989928603172,-0.024360816925764084,1.7512180805206299,-0.9779884219169617,0.05199556052684784,0.9631119966506958,1.701020359992981,-0.11384312063455582,0.04509972780942917,0.0179861169308424,1.7584055662155151,-1.105961561203003,0.08298839628696442,0.9316741824150085,1.6664471626281738,-0.05962156504392624,0.0466674268245697,0.04218392074108124,1.7207192182540894,-0.9495466947555542,0.0813758373260498,0.7218204736709595,1.64026939868927,-0.05346565321087837,0.0005875587812624872,0.4023071825504303,1.6687519550323486,0.05839799717068672,0.0004087992710992694,0.7327806353569031,2.3177268505096436,-0.01494678296148777,0.0003327125159557909,0.4283137917518616,2.3459510803222656,0.29826825857162476,0.00015982100740075111,0.7579265832901001,2.935626745223999,0.738248348236084,5.758638144470751e-05,0.46657028794288635,2.946373462677002,0.9855464100837708,7.473360710719135e-06,0.7691077589988708,3.0288267135620117,0.7714241743087769,3.854066017083824e-05,0.46358031034469604,3.03767991065979,1.0344096422195435,3.2864511013031006e-05,0.7156506776809692,3.138939142227173,0.03982194513082504,5.723020149162039e-05,0.5323269963264465,3.1471052169799805,0.24193242192268372,3.629362254287116e-05
good,0.5897666215896606,0.6386089324951172,-1.461970329284668,0.999242901802063,0.6061949133872986,0.5676416754722595,-1.4104610681533813,0.998117983341217,0.6214571595191956,0.5655307173728943,-1.4102174043655396,0.9982574582099915,0.6351763606071472,0.5636051893234253,-1.4107306003570557,0.9976871609687805,0.5531062483787537,0.5702850818634033,-1.4370481967926025,0.9984881281852722,0.5288783311843872,0.5704218149185181,-1.4361716508865356,0.998812198638916,0.504980742931366,0.5709450244903564,-1.4364230632781982,0.9986464977264404,0.6415084004402161,0.5725840330123901,-0.9170154333114624,0.9977343678474426,0.45432549715042114,0.5800092220306396,-1.0156404972076416,0.9992603063583374,0.6075025796890259,0.695490300655365,-1.261491060256958,0.999338686466217,0.5510281324386597,0.7076759338378906,-1.289613962173462,0.9995416402816772,0.7648011445999146,0.828584611415863,-0.47573918104171753,0.9989341497421265,0.2939475476741791,0.9094612002372742,-0.6854448914527893,0.9995216727256775,0.8531205058097839,1.0335195064544678,0.01234752032905817,0.25435078144073486,0.08326296508312225,1.3072396516799927,-0.5384713411331177,0.7405087947845459,0.9403645396232605,1.5614509582519531,-0.018916772678494453,0.032125331461429596,0.0026218900457024574,1.636378526687622,-0.8822606205940247,0.07313937693834305,0.9904401898384094,1.6696168184280396,-0.029957374557852745,0.027266651391983032,-0.04519365355372429,1.7370837926864624,-0.9760527610778809,0.05182185396552086,0.963497519493103,1.7017250061035156,-0.12368383258581161,0.044822029769420624,-0.005393607541918755,1.7428343296051025,-1.1054590940475464,0.08269679546356201,0.9319035410881042,1.6673104763031006,-0.0701814740896225,0.046423014253377914,0.019828256219625473,1.7079949378967285,-0.9488697052001953,0.08121266216039658,0.7218238115310669,1.6406950950622559,-0.05349808186292648,0.0005919822142459452,0.4021241068840027,1.669524908065796,0.05842704698443413,0.0004110863956157118,0.7327196598052979,2.3177895545959473,-0.00916110910475254,0.0003325797151774168,0.42751890420913696,2.3471436500549316,0.3245188593864441,0.00016114689060486853,0.7580260634422302,2.9355762004852295,0.7596831917762756,5.823840547236614e-05,0.4660246968269348,2.9469330310821533,1.0420715808868408,7.517211997765116e-06,0.7692227959632874,3.0288023948669434,0.7945188283920288,3.87718973797746e-05,0.46307817101478577,3.038188934326172,1.0939918756484985,3.292561086709611e-05,0.7157772779464722,3.138744354248047,0.05747651308774948,5.820112710352987e-05,0.5319177508354187,3.1475019454956055,0.29614317417144775,3.683500472106971e-05
